상호,시도,시군구,소재지,전산보고여부
문화촌주유소,서울특별시,서대문구,서울특별시 서대문구 세검정로87 (홍제동) ,Y
물금농협 원동지점주유소,경상남도,양산시,경상남도 양산시 원동마을길73 (원동면) ,Y
물야농협주유소,경상북도,봉화군,경상북도 봉화군 오록길2 (물야면) ,Y
미래석유(주) 미래주유소,인천광역시,계양구,인천광역시 계양구 경명대로966 (계산동) ,Y
미래주유소,충청남도,논산시,충청남도 논산시 계백로1983 (연산면) ,Y
미래주유소,충청남도,홍성군,충청남도 홍성군 충서로2404 (홍북읍) ,Y
미래주유소,광주광역시,남구,광주광역시 남구 금화로380 (주월동) ,Y
미래주유소,경기도,남양주시,경기도 남양주시 고산로257 (삼패동) ,Y
미래주유소,경기도,의정부시,경기도 의정부시 동일로492 (신곡동) ,Y
미소가득주유소,경상북도,칠곡군,경상북도 칠곡군 강변대로830 (왜관읍) ,Y
미소주유소,경기도,화성시,경기도 화성시 화성로570 (마도면) ,Y
미양농협주유소,경기도,안성시,경기도 안성시 미양로62 (미양면) ,Y
미원주유소,충청북도,청주시,충청북도 청주시 상당구 단재로2360 (미원면) ,Y
미창주유소,경상남도,창원시,경상남도 창원시 의창구 구룡로15-66 (북면) ,Y
미키주유소,경기도,용인시,경기도 용인시 기흥구 용구대로2469번길57 (보정동) ,Y
미파랑 오일뱅크,강원특별자치도,속초시,강원특별자치도 속초시 동해대로4043 (조양동) ,Y
민들레주유소,경기도,이천시,경기도 이천시 경충대로111 (장호원읍) ,Y
믿음주유소,경기도,포천시,경기도 포천시 전영로1440 (영중면) ,Y
밀목주유소,경기도,광주시,경기도 광주시 회안대로968 (송정동) ,Y
밀양농협주유소,경상남도,밀양시,경상남도 밀양시 밀양대로1472 (상남면) ,Y
밀양현대주유소,경상남도,밀양시,경상남도 밀양시 밀양대로1811 (삼문동) ,Y
박달령 만수르 주유소,충청북도,제천시,충청북도 제천시 북부로518 (백운면) ,Y
박물관주유소,광주광역시,북구,광주광역시 북구 하서로211 (양산동) ,Y
박석고개2주유소,서울특별시,은평구,서울특별시 은평구 통일로924 (불광동) ,Y
반가운주유소,경상북도,김천시,경상북도 김천시 영남대로3529 (남면) ,Y
반도주유소,부산광역시,남구,부산광역시 남구 신선로442 (용당동) ,Y
반딧불주유소,전북특별자치도,무주군,전북특별자치도 무주군 단천로58 (무주읍) ,Y
반석주유소,전라남도,영암군,전라남도 영암군 대불로148 (삼호읍) ,Y
반송제일주유소,부산광역시,해운대구,부산광역시 해운대구 반송로780 (석대동) ,Y
반촌주유소,충청남도,당진시,충청남도 당진시 반촌로233 (송악읍) ,Y
반포그린주유소,서울특별시,서초구,서울특별시 서초구 서초중앙로239 (반포동) ,Y
밝은주유소,제주특별자치도,제주시,제주특별자치도 제주시 오남로108 (오라이동) ,Y
방동제일주유소,대전광역시,유성구,대전광역시 유성구 계백로324 (방동) ,Y
방배주유소,서울특별시,서초구,서울특별시 서초구 동작대로182 (방배동) ,Y
방이주유소,서울특별시,송파구,서울특별시 송파구 위례성대로12길38 (방이동) ,Y
배방농업협동조합주유소,충청남도,아산시,충청남도 아산시 호서로429 (배방읍) ,Y
배원에너지,경상북도,구미시,경상북도 구미시 금오대로373 (오태동) ,Y
백경주유소,울산광역시,울주군,울산광역시 울주군 덕신로478 (온산읍) ,Y
백구농협주유소,전북특별자치도,김제시,전북특별자치도 김제시 번영로2347 (백구면) ,Y
백덕산주유소,강원특별자치도,평창군,강원특별자치도 평창군 서동로310 (방림면) ,Y
백록주유소,제주특별자치도,제주시,제주특별자치도 제주시 연삼로433 (이도이동) ,Y
백마주유소,경상남도,창원시,경상남도 창원시 마산회원구 중리공단로114 (내서읍) ,Y
백산농협주유소,전북특별자치도,김제시,전북특별자치도 김제시 학당길26 (백산면) ,Y
백산주유소,경상남도,통영시,경상남도 통영시 견내량로29 (용남면) ,Y
백산주유소,대전광역시,서구,대전광역시 서구 동서대로1068 (변동) ,Y
백산주유소,서울특별시,금천구,서울특별시 금천구 시흥대로174 (시흥동) ,Y
백산주유소,경기도,화성시,경기도 화성시 효행로606 (안녕동) ,Y
백암농협주유소,경기도,용인시,경기도 용인시 처인구 백암로196 (백암면) ,Y
백양 주유소,울산광역시,중구,울산광역시 중구 성안로150 (성안동) ,Y
백양사(하)주유소,전라남도,장성군,전라남도 장성군 호남고속도로107 (북이면) ,Y
백양주유소,부산광역시,부산진구,부산광역시 부산진구 백양대로234 (개금동) ,Y
백우주유소,강원특별자치도,홍천군,강원특별자치도 홍천군 아홉사리로1053 (내촌면) ,Y
백운농협성수지점주유소,전북특별자치도,진안군,전북특별자치도 진안군 관진로777 (성수면) ,Y
백운농협주유소,전북특별자치도,진안군,전북특별자치도 진안군 임진로1305 (백운면) ,Y
백운농협주유소,충청북도,제천시,충청북도 제천시 구학산로32 (백운면) ,Y
백운주유소,경기도,파주시,경기도 파주시 등원로341 (조리읍) ,Y
백제주유소,충청남도,청양군,충청남도 청양군 충의로223 (장평면) ,Y
번개셀프2주유소,충청북도,청주시,충청북도 청주시 상당구 단재로391 (지북동) ,Y
벌교농협 서부지소,전라남도,보성군,전라남도 보성군 예당길210 (조성면) ,Y
벌교농협주유소,전라남도,보성군,전라남도 보성군 채동선로728 (벌교읍) ,Y
범방주유소,부산광역시,강서구,부산광역시 강서구 가락대로963 (범방동) ,Y
법원셀프주유소,경기도,의정부시,경기도 의정부시 녹양로5 (가능동) ,Y
베스트주유소,세종특별자치시,세종시,세종특별자치시 세종로2749 (조치원읍) ,Y
벽진농업협동조합주유소,경상북도,성주군,경상북도 성주군 수촌길20 (벽진면) ,Y
벽진주유소,광주광역시,서구,광주광역시 서구 상무대로616 (벽진동) ,Y
별량주유소,전라남도,순천시,전라남도 순천시 우산외동길2 (별량면) ,Y
별빛주유소,경상북도,영천시,경상북도 영천시 천문로165 (금노동) ,Y
보개농협주유소,경기도,안성시,경기도 안성시 보개원삼로289 (보개면) ,Y
보광산주유소,충청북도,괴산군,충청북도 괴산군 중부로843 (사리면) ,Y
보람self주유소,세종특별자치시,세종시,세종특별자치시 금남구즉로19 (대평동) ,Y
보령물산 황간(상)주유소,충청북도,영동군,충청북도 영동군 회포1길65 (황간면) ,Y
보령물산 황간(하)주유소,충청북도,영동군,충청북도 영동군 회포길102 (황간면) ,Y
보령물산(주) 고창고인돌 (서울)주유소,전북특별자치도,고창군,전북특별자치도 고창군 서해안고속도로80-1 (신림면) ,Y
보령물산(주) 고창고인돌(목포)주유소,전북특별자치도,고창군,전북특별자치도 고창군 서해안고속도로81-1 (신림면) ,Y
보물단지주유소,전북특별자치도,완주군,전북특별자치도 완주군 완주로533 (봉동읍) ,Y
보배산주유소,경상남도,창원시,경상남도 창원시 진해구 진해대로2170 (두동) ,Y
보산원주유소,충청남도,천안시,충청남도 천안시 동남구 보산원로55 (광덕면) ,Y
보성농협 웅치주유소,전라남도,보성군,전라남도 보성군 일림로982-1 (웅치면) ,Y
보성농협노동지소,전라남도,보성군,전라남도 보성군 광곡길7 (노동면) ,Y
보성농협만평지소,전라남도,보성군,전라남도 보성군 송재로417 (보성읍) ,Y
보성농협주유소,전라남도,보성군,전라남도 보성군 중앙로55 (보성읍) ,Y
보성주유소,대구광역시,달성군,대구광역시 달성군 비슬로1380 (논공읍) ,Y
보성주유소,경기도,남양주시,경기도 남양주시 금강로1287 (진접읍) ,Y
보은농협내북지점주유소,충청북도,보은군,충청북도 보은군 남부로6250 (내북면) ,Y
보은농협장안주유소,충청북도,보은군,충청북도 보은군 장안로4 (장안면) ,Y
복대동주유소,충청북도,청주시,충청북도 청주시 흥덕구 복대로206 (복대동) ,Y
본동문화주유소,대구광역시,달서구,대구광역시 달서구 와룡로6 (본동) ,Y
본통주유소,경상남도,함양군,경상남도 함양군 거함대로136-23 (수동면) ,Y
봄봄봄주유소,대구광역시,달성군,대구광역시 달성군 달성2차로159 (구지면) ,Y
봉동농협주유소,전북특별자치도,완주군,전북특별자치도 완주군 삼봉로906 (봉동읍) ,Y
봉동주유소,전북특별자치도,완주군,전북특별자치도 완주군 삼봉로965 (봉동읍) ,Y
봉산농협주유소,전라남도,담양군,전라남도 담양군 면앙정로266 (봉산면) ,Y
봉아름주유소,제주특별자치도,제주시,제주특별자치도 제주시 번영로452 (봉개동) ,Y
봉암주유소,세종특별자치시,세종시,세종특별자치시 세종로1899 (연서면) ,Y
봉양농협주유소,충청북도,제천시,충청북도 제천시 북부로1152 (봉양읍) ,Y
봉평농협주유소,강원특별자치도,평창군,강원특별자치도 평창군 경강로1233 (봉평면) ,Y
봉화농협 재산지점주유소,경상북도,봉화군,경상북도 봉화군 재산로599 (재산면) ,Y
봉화농협주유소,경상북도,봉화군,경상북도 봉화군 예봉로2021 (봉화읍) ,Y
봉화송이주유소,경상북도,봉화군,경상북도 봉화군 파인토피아로2137 (법전면) ,Y
봉화주유소,전라남도,순천시,전라남도 순천시 순광로152 (조례동) ,Y
봉황농협 주유소,전라남도,나주시,전라남도 나주시 봉황로715 (봉황면) ,Y
부강주유소,경기도,부천시,경기도 부천시 역곡로458 (고강동) ,Y
부강하나주유소,경기도,김포시,경기도 김포시 양곡로382 (양촌읍) ,Y
부경주유소(주) 21세기에너지,부산광역시,기장군,부산광역시 기장군 반송로1407 (기장읍) ,Y
부곡공단주유소,충청남도,당진시,충청남도 당진시 부곡공단1길10 (송악읍) ,Y
부곡알뜰주유소,경상남도,창녕군,경상남도 창녕군 온천로692 (부곡면) ,Y
부곡주유소,전라남도,해남군,전라남도 해남군 명량로1142 (황산면) ,Y
부광주유소,인천광역시,중구,인천광역시 중구 인중로180 (사동) ,Y
부귀농협정천지점주유소,전북특별자치도,진안군,전북특별자치도 진안군 진용로1040 (정천면) ,Y
부귀농협주유소,전북특별자치도,진안군,전북특별자치도 진안군 부귀로298 (부귀면) ,Y
부리농협주유소,충청남도,금산군,충청남도 금산군 무금로1585 (부리면) ,Y
부림주유소,경기도,안성시,경기도 안성시 서동대로5988 (삼죽면) ,Y
부발농협주유소,경기도,이천시,경기도 이천시 무촌로173 (부발읍) ,Y
부북농업협동조합주유소,경상남도,밀양시,경상남도 밀양시 창밀로3509 (내이동) ,Y
부산신항주유소,부산광역시,강서구,부산광역시 강서구 가락대로706 (생곡동) ,Y
부산축산농협주유소,부산광역시,강서구,부산광역시 강서구 낙동남로448 (녹산동) ,Y
부석농협주유소,충청남도,서산시,충청남도 서산시 무학로1175 (부석면) ,Y
부성주유소,울산광역시,울주군,울산광역시 울주군 삼동로1262 (삼동면) ,Y
부안농협 주산지점,전북특별자치도,부안군,전북특별자치도 부안군 선돌로332 (주산면) ,Y
부안농협동진지소,전북특별자치도,부안군,전북특별자치도 부안군 동진로117 (동진면) ,Y
부안농협백산지점주유소,전북특별자치도,부안군,전북특별자치도 부안군 백산로325 (백산면) ,Y
부안농협주유소,전북특별자치도,고창군,전북특별자치도 고창군 인촌로1230 (부안면) ,Y
부안농협클린,전북특별자치도,부안군,전북특별자치도 부안군 오리정로56 (부안읍) ,Y
부안주유소,전북특별자치도,부안군,전북특별자치도 부안군 석정로169 (부안읍) ,Y
부안중앙농협행안지점주유소,전북특별자치도,부안군,전북특별자치도 부안군 변산로156 (행안면) ,Y
부여농협주유소,충청남도,부여군,충청남도 부여군 백제문화로14 (부여읍) ,Y
부여백제(공주방향)휴게소 주유소,충청남도,부여군,충청남도 부여군 서천공주고속도로26 (내산면) ,Y
부여백제(서천방향)휴게소 주유소,충청남도,부여군,충청남도 부여군 서천공주고속도로25 (내산면) ,Y
부자주유소,충청북도,청주시,충청북도 청주시 흥덕구 1순환로391 (운천동) ,Y
부자주유소,충청북도,진천군,충청북도 진천군 구정로406 (초평면) ,Y
부적농협주유소,충청남도,논산시,충청남도 논산시 남마구평길10 (부적면) ,Y
북강릉IC주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 동해대로3937 (사천면) ,Y
북강릉농협주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 신영길43 (주문진읍) ,Y
북단양농협 각기주유소,충청북도,단양군,충청북도 단양군 적성로191 (적성면) ,Y
북면농협주유소,경상북도,울진군,경상북도 울진군 울진북로1730 (북면) ,Y
북부농협주유소,전라남도,보성군,전라남도 보성군 송재로1792 (복내면) ,Y
북삼주유소,경상북도,칠곡군,경상북도 칠곡군 인평중앙로98 (북삼읍) ,Y
북삼주유소,강원특별자치도,동해시,강원특별자치도 동해시 효자로636 (동회동) ,Y
북신안농협주유소,전라남도,신안군,전라남도 신안군 문준경길389 (증도면) ,Y
북신안농협주유소 본점,전라남도,신안군,전라남도 신안군 해제지도로784 (지도읍) ,Y
북안동농협녹전지점주유소,경상북도,안동시,경상북도 안동시 녹전로712 (녹전면) ,Y
북안동농협주유소,경상북도,안동시,경상북도 안동시 북평로979 (북후면) ,Y
북영덕농협 연평주유소,경상북도,영덕군,경상북도 영덕군 영덕로1940 (영해면) ,Y
북영덕농협 휴게주유소,경상북도,영덕군,경상북도 영덕군 동해대로6568 (영해면) ,Y
북익산농협주유소,전북특별자치도,익산시,전북특별자치도 익산시 익산대로1762 (함열읍) ,Y
북일주유소,전북특별자치도,정읍시,전북특별자치도 정읍시 정읍북로537 (북면) ,Y
북전주농협주유소,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 기린대로1144 (반월동) ,Y
북진천주유소,충청북도,진천군,충청북도 진천군 생거진천로2454 (광혜원면) ,Y
북천안IC주유소,충청남도,천안시,충청남도 천안시 서북구 직산로214 (직산읍) ,Y
북천주유소,경상북도,상주시,경상북도 상주시 경상대로3079 (무양동) ,Y
북충주농협주유소,충청북도,충주시,충청북도 충주시 가곡로821 (앙성면) ,Y
북평농협주유소,전라남도,해남군,전라남도 해남군 백도로332 (북평면) ,Y
북포주유소,인천광역시,옹진군,인천광역시 옹진군 백령로865 (백령면) ,Y
북한산주유소,경기도,고양시,경기도 고양시 덕양구 북한산로539 (효자동) ,Y
분당로마도시고속주유소,경기도,성남시,경기도 성남시 분당구 수내로2 (수내동) ,Y
분당로주유소,경기도,성남시,경기도 성남시 분당구 대왕판교로381 (백현동) ,Y
분당탑주유소,경기도,성남시,경기도 성남시 분당구 판교로751 (야탑동) ,Y
불국사농협주유소,경상북도,경주시,경상북도 경주시 산업로2906 (시래동) ,Y
불정농협주유소,충청북도,괴산군,충청북도 괴산군 한불로1308 (불정면) ,Y
비금농협주유소,전라남도,신안군,전라남도 신안군 서남문로791 (비금면) ,Y
비룡주유소,경기도,안성시,경기도 안성시 죽양대로530 (일죽면) ,Y
비봉주유소,경기도,화성시,경기도 화성시 푸른들판로1672 (비봉면) ,Y
비에스에너지(주)메가신성주유소,경상남도,함안군,경상남도 함안군 유성로12 (칠서면) ,Y
비케이에너지(주) 춘의주유소,경기도,부천시,경기도 부천시 부천로207 (춘의동) ,Y
사곡농협주유소,충청남도,공주시,충청남도 공주시 마곡사로89 (사곡면) ,Y
사남농협주유소 경제사업장,경상남도,사천시,경상남도 사천시 진삼로1107 (사남면) ,Y
사동셀프주유소,경기도,안산시,경기도 안산시 상록구 선진로11 (사동) ,Y
사동주유소,경기도,안산시,경기도 안산시 상록구 항가울로22 (사동) ,Y
사등농협주유소,경상남도,거제시,경상남도 거제시 거제대로5733 (사등면) ,Y
사랑가득주유소,대구광역시,수성구,대구광역시 수성구 동대구로221 (황금동) ,Y
사랑주유소,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 번영로477 (용정동) ,Y
사북주유소,강원특별자치도,정선군,강원특별자치도 정선군 사북중앙로83 (사북읍) ,Y
사천농협주유소,경상남도,사천시,경상남도 사천시 무산로8 (사천읍) ,Y
사천농협클린주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 동해대로3739 (사천면) ,Y
산내제일주유소,대전광역시,동구,대전광역시 동구 대전로269 (대성동) ,Y
산단주유소,충청남도,당진시,충청남도 당진시 가곡로1 (송산면) ,Y
산단주유소,경상남도,함안군,경상남도 함안군 함안산단로69 (군북면) ,Y
산단클린주유소,충청남도,당진시,충청남도 당진시 북부산업로2895 (석문면) ,Y
산림조합주유소,전라남도,강진군,전라남도 강진군 보은로135 (강진읍) ,Y
산방주유소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신영로34 (대정읍) ,Y
산성장주유소,강원특별자치도,인제군,강원특별자치도 인제군 인제로146 (인제읍) ,Y
산이농협주유소,전라남도,해남군,전라남도 해남군 산이로1326 (산이면) ,Y
산척농협주유소,충청북도,충주시,충청북도 충주시 북부로3108 (산척면) ,Y
산청군농협단성주유소,경상남도,산청군,경상남도 산청군 목화로950 (단성면) ,Y
산청군농협주유소,경상남도,산청군,경상남도 산청군 친환경로2542 (금서면) ,Y
삼거리주유소,경상북도,청송군,경상북도 청송군 영양로10 (진보면) ,Y
삼계농협주유소,전라남도,장성군,전라남도 장성군 사창로64-56 (삼계면) ,Y
삼광주유소,제주특별자치도,제주시,제주특별자치도 제주시 번영로158 (화북이동) ,Y
삼남석유(주) 가까운주유소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 일주서로1080 (상예동) ,Y
삼남석유(주) 해맞이주유소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 일주동로4501 (성산읍) ,Y
삼다주유소,제주특별자치도,제주시,제주특별자치도 제주시 일주서로7873 (연동) ,Y
삼덕주유소,경상북도,김천시,경상북도 김천시 남김천대로1264 (대덕면) ,Y
삼랑진농협임천주유소,경상남도,밀양시,경상남도 밀양시 임천3길4 (삼랑진읍) ,Y
삼랑진농협주유소,경상남도,밀양시,경상남도 밀양시 삼랑진로186 (삼랑진읍) ,Y
삼례농협주유소,전북특별자치도,완주군,전북특별자치도 완주군 삼례나들목로88 (삼례읍) ,Y
삼미그린주유소,경기도,오산시,경기도 오산시 경기대로682 (내삼미동) ,Y
삼미상사(주) 금정역셀프주유소,경기도,군포시,경기도 군포시 엘에스로178 (산본동) ,Y
삼미상사(주) 기흥self주유소,경기도,용인시,경기도 용인시 기흥구 중부대로519 (구갈동) ,Y
삼미상사(주) 남부주유소,경기도,군포시,경기도 군포시 고산로259 (당동) ,Y
삼미상사(주) 내촌IC셀프주유소,경기도,포천시,경기도 포천시 금강로2022 (내촌면) ,Y
삼미상사(주) 동부주유소,경기도,광주시,경기도 광주시 태재로75 (오포읍) ,Y
삼미상사(주) 드림랜드주유소,서울특별시,성북구,서울특별시 성북구 월계로128 (장위동) ,Y
삼미상사(주) 매일셀프주유소,서울특별시,강북구,서울특별시 강북구 삼양로217 (미아동) ,Y
삼미상사(주) 미광셀프주유소,경기도,김포시,경기도 김포시 김포대로55-12 (고촌읍) ,Y
삼미상사(주) 미래로SELF주유소,경기도,파주시,경기도 파주시 미래로292 (동패동) ,Y
삼미상사(주) 부천제일주유소,경기도,부천시,경기도 부천시 소사로782 (원종동) ,Y
삼미상사(주) 북인천주유소,인천광역시,계양구,인천광역시 계양구 경명대로1082 (계산동) ,Y
삼미상사(주) 북천안주유소,충청남도,천안시,충청남도 천안시 서북구 군삼길81 (직산읍) ,Y
삼미상사(주) 서부주유소,서울특별시,서대문구,서울특별시 서대문구 성산로255 (연희동) ,Y
삼미상사(주) 서안성셀프주유소,경기도,안성시,경기도 안성시 남북대로1106 (원곡면) ,Y
삼미상사(주) 서창셀프주유소,인천광역시,남동구,인천광역시 남동구 서창방산로165 (서창동) ,Y
삼미상사(주) 송악톨게이트주유소,충청남도,당진시,충청남도 당진시 북부산업로827 (송악읍) ,Y
삼미상사(주) 시흥IC셀프주유소,경기도,시흥시,경기도 시흥시 소사로49 (계수동) ,Y
삼미상사(주) 신월IC셀프주유소,서울특별시,양천구,서울특별시 양천구 중앙로331 (신월동) ,Y
삼미상사(주) 옥산셀프주유소,경기도,안성시,경기도 안성시 중앙로162 (옥산동) ,Y
삼미상사(주) 일산제일셀프주유소,경기도,고양시,경기도 고양시 일산동구 고봉로473 (성석동) ,Y
삼미상사(주) 장안킹셀프주유소,서울특별시,동대문구,서울특별시 동대문구 한천로100 (장안동) ,Y
삼미상사(주) 정남TG셀프주유소,경기도,화성시,경기도 화성시 세자로214 (정남면) ,Y
삼미상사(주) 중앙셀프주유소,경기도,동두천시,경기도 동두천시 평화로2266 (지행동) ,Y
삼미상사(주) 지지대셀프주유소,경기도,의왕시,경기도 의왕시 경수대로112 (왕곡동) ,Y
삼미상사(주) 진잠셀프주유소,대전광역시,유성구,대전광역시 유성구 계백로899 (원내동) ,Y
삼미상사(주) 청평그린셀프주유소,경기도,가평군,경기도 가평군 경춘로524 (청평면) ,Y
삼미상사(주) 탕정셀프주유소,충청남도,아산시,충청남도 아산시 이순신대로612 (탕정면) ,Y
삼미상사(주) 파주역셀프주유소,경기도,파주시,경기도 파주시 통일로1116 (파주읍) ,Y
삼미상사(주) 한양self주유소,경기도,용인시,경기도 용인시 기흥구 중부대로716 (상하동) ,Y
삼미상사(주)남촌도림셀프주유소,인천광역시,남동구, 인천광역시 남동구 비류대로 811(도림동),Y
삼미상사(주)북부2셀프주유소,서울특별시,도봉구,서울특별시 도봉구 도봉로434 (창동) ,Y
삼미상사(주)의정부주유소,경기도,의정부시,경기도 의정부시 의정로82 (의정부동) ,Y
삼미상사(주)청평주유소,경기도,가평군,경기도 가평군 구청평로89 (청평면) ,Y
삼미상사(주)하늘빛셀프주유소,인천광역시,계양구,인천광역시 계양구 벌말로545 (상야동) ,Y
삼보주유소,대구광역시,수성구,대구광역시 수성구 무학로61 (상동) ,Y
삼보주유소,경상북도,경산시,경상북도 경산시 남매로185 (중방동) ,Y
삼선주유소,서울특별시,성북구,서울특별시 성북구 창경궁로324 (삼선동1가) ,Y
삼성self주유소,인천광역시,부평구,인천광역시 부평구 평천로546 (삼산동) ,Y
삼성농협주유소,충청북도,음성군,충청북도 음성군 대성로543 (삼성면) ,Y
삼성동주유소,서울특별시,강남구,서울특별시 강남구 테헤란로619 (삼성동) ,Y
삼성주유소,제주특별자치도,제주시,제주특별자치도 제주시 우정로43 (외도일동) ,Y
삼양주유소,전북특별자치도,김제시,전북특별자치도 김제시 번영로2876 (백구면) ,Y
삼양주유소,제주특별자치도,제주시,제주특별자치도 제주시 일주동로398 (삼양이동) ,Y
삼원주유소,충청남도,천안시,충청남도 천안시 서북구 4산단로217 (차암동) ,Y
삼육주유소,대전광역시,중구,대전광역시 중구 대전천서로757 (중촌동) ,Y
삼주주유소,경상북도,경산시,경상북도 경산시 공단로569 (진량읍) ,Y
삼죽농협주유소,경기도,안성시,경기도 안성시 삼백로9 (삼죽면) ,Y
삼죽주유소,경기도,안성시, 경기도 안성시 삼죽로195 (삼죽면),Y
삼척농협 하장지점 주유소,강원특별자치도,삼척시,강원특별자치도 삼척시 백두대간로2689 (하장면) ,Y
삼척농협주유소,강원특별자치도,삼척시,강원특별자치도 삼척시 동해대로4298 (갈천동) ,Y
삼천포주유소,경상남도,사천시,경상남도 사천시 삼천포대교로484 (동림동) ,Y
삼향농협주유소,전라남도,무안군,전라남도 무안군 임성로174 (삼향읍) ,Y
삼호농협주유소,전라남도,영암군,전라남도 영암군 녹색로1210 (삼호읍) ,Y
삼호주유소,전라남도,영암군,전라남도 영암군 녹색로1530 (삼호읍) ,Y
삼호주유소,경기도,연천군, 경기도 연천군 전곡읍 양연로402번길 13,Y
삼화석유(주) 금성주유소,제주특별자치도,제주시,제주특별자치도 제주시 일주서로5940 (애월읍) ,Y
삼화석유(주) 만남의광장주유소,제주특별자치도,제주시,제주특별자치도 제주시 노형로121 (해안동) ,Y
삼화석유(주) 스마트주유소,제주특별자치도,제주시,제주특별자치도 제주시 연북로732 (화북이동) ,Y
삼화석유(주) 연동주유소,제주특별자치도,제주시,제주특별자치도 제주시 연북로154 (연동) ,Y
삼화석유(주) 유공주유소,제주특별자치도,제주시,제주특별자치도 제주시 노형로364 (노형동) ,Y
삼화석유(주) 이도그린주유소,제주특별자치도,제주시,제주특별자치도 제주시 연삼로430 (이도이동) ,Y
삼화석유(주) 천마Self주유소,제주특별자치도,제주시,제주특별자치도 제주시 임항로94 (건입동) ,Y
삼화석유(주)가든주유소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 중산간동로8338 (호근동) ,Y
삼화석유(주)도평주유소,제주특별자치도,제주시,제주특별자치도 제주시 우평로197 (도평동) ,Y
삼화석유(주)동서Self주유소,제주특별자치도,제주시,제주특별자치도 제주시 연삼로892 (도련일동) ,Y
삼화석유(주)법환Self주유소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 일주동로9173 (법환동) ,Y
삼화석유(주)삼화주유소,제주특별자치도,제주시,제주특별자치도 제주시 서광로210 (삼도일동) ,Y
삼화석유(주)서귀주유소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 중정로122 (서귀동) ,Y
삼화석유(주)승민주유소,제주특별자치도,제주시,제주특별자치도 제주시 노연로56 (노형동) ,Y
삼화석유(주)희망Self주유소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 중산간동로8231 (호근동) ,Y
삼화셀프주유소,서울특별시,송파구,서울특별시 송파구 백제고분로125 (잠실동) ,Y
삼흥주유소,충청남도,천안시,충청남도 천안시 동남구 충절로395 (삼룡동) ,Y
삼흥주유소,경상북도,상주시,경상북도 상주시 왕산로287 (서성동) ,Y
삼흥주유소,경상북도,고령군,경상북도 고령군 성산로1004-1 (성산면) ,Y
삽교농협응봉주유소,충청남도,예산군,충청남도 예산군 응봉로152 (응봉면) ,Y
삽교농협주유소,충청남도,예산군,충청남도 예산군 삽교로4길2 (삽교읍) ,Y
상남농업협동조합 주유소,경상남도,밀양시, 경상남도 밀양시 상남면 평촌중앙로 44-1,Y
상남셀프주유소,경상남도,창원시,경상남도 창원시 성산구 마디미로74번길14 (상남동) ,Y
상동농협주유소,경상남도,김해시,경상남도 김해시 동북로481 (상동면) ,Y
상동주유소,경상남도,거제시,경상남도 거제시 거제중앙로1725 (상동동) ,Y
상북농협주유소,울산광역시,울주군,울산광역시 울주군 길천산업로139 (상북면) ,Y
상선주유소,경기도,평택시,경기도 평택시 서해로1914 (청북읍) ,Y
상영주유소,경기도,이천시,경기도 이천시 덕평로225 (호법면) ,Y
상인현대Self주유소,대구광역시,달서구,대구광역시 달서구 월배로255 (상인동) ,Y
상주원예농협주유소,경상북도,상주시,경상북도 상주시 아리랑로55 (냉림동) ,Y
상천네트워크(주)시흥풀페이주유소,경기도,시흥시,경기도 시흥시 서해안로1317 (방산동) ,Y
상천에너지(주) 하남풀페이 주유소,경기도,하남시,경기도 하남시 감초로176 (초이동) ,Y
상촌주유소,충청북도,영동군,충청북도 영동군 민주지산로2993 (상촌면) ,Y
상평주유소,충청북도,음성군,충청북도 음성군 감노로239 (감곡면) ,Y
새김천농협주유소,경상북도,김천시,경상북도 김천시 동부길106-42 (개령면) ,Y
새남해농협 고현주유소,경상남도,남해군,경상남도 남해군 남해대로3294 (고현면) ,Y
새남해농협 금음주유소,경상남도,남해군,경상남도 남해군 설천로647 (설천면) ,Y
새남해농협 서면지점주유소,경상남도,남해군,경상남도 남해군 스포츠로679 (서면) ,Y
새남해농협 설천주유소,경상남도,남해군,경상남도 남해군 설천로128 (설천면) ,Y
새남해농협남상지점주유소,경상남도,남해군,경상남도 남해군 남서대로2215 (서면) ,Y
새만천주유소,강원특별자치도,춘천시,강원특별자치도 춘천시 만천로139 (동면) ,Y
새말쉼터주유소,강원특별자치도,횡성군,강원특별자치도 횡성군 전재로49-1 (우천면) ,Y
새의성농협단촌주유소,경상북도,의성군,경상북도 의성군 경북대로6344 (단촌면) ,Y
새의성농협주유소,경상북도,의성군,경상북도 의성군 의성길안로1198 (점곡면) ,Y
새청도농협 각남주유소,경상북도,청도군,경상북도 청도군 예리3길5 (각남면) ,Y
새청도농협 풍각주유소,경상북도,청도군,경상북도 청도군 송서5길21 (풍각면) ,Y
